Região Habilitação Atual;UF Habilitação Atual;Sexo;Faixa Etária;Categoria;Qt. Condutor Histórico
Nordeste;Maranhão;Masculino;41 a 50;AE-Condutor Moto/Carreta;5.129
Nordeste;Maranhão;Masculino;41 a 50;B-Condutor Carro;34.818
Nordeste;Maranhão;Masculino;41 a 50;C-Condutor Caminhão;2.012
Nordeste;Maranhão;Masculino;41 a 50;D-Condutor Ônibus;9.858
Nordeste;Maranhão;Masculino;41 a 50;E-Condutor Carreta;1.999
Nordeste;Maranhão;Masculino;41 a 50;X-Condutor Ciclomotor;1
Nordeste;Maranhão;Masculino;51 a 60;A-Condutor Moto;4.372
Nordeste;Maranhão;Masculino;51 a 60;AB-Condutor Moto/Carro;22.207
Nordeste;Maranhão;Masculino;51 a 60;AC-Condutor Moto/Caminhão;4.553
Nordeste;Maranhão;Masculino;51 a 60;AD-Condutor Moto/Ônibus;10.047
Nordeste;Maranhão;Masculino;51 a 60;AE-Condutor Moto/Carreta;1.999
Nordeste;Maranhão;Masculino;51 a 60;B-Condutor Carro;25.423
Nordeste;Maranhão;Masculino;51 a 60;C-Condutor Caminhão;4.930
Nordeste;Maranhão;Masculino;51 a 60;D-Condutor Ônibus;11.284
Nordeste;Maranhão;Masculino;51 a 60;E-Condutor Carreta;1.900
Nordeste;Maranhão;Masculino;61 a 70;A-Condutor Moto;1.492
Nordeste;Maranhão;Masculino;61 a 70;AB-Condutor Moto/Carro;7.256
Nordeste;Maranhão;Masculino;61 a 70;AC-Condutor Moto/Caminhão;1.945
Nordeste;Maranhão;Masculino;61 a 70;AD-Condutor Moto/Ônibus;3.707
Nordeste;Maranhão;Masculino;61 a 70;AE-Condutor Moto/Carreta;610
Nordeste;Maranhão;Masculino;61 a 70;B-Condutor Carro;19.556
Nordeste;Maranhão;Masculino;61 a 70;C-Condutor Caminhão;4.864
Nordeste;Maranhão;Masculino;61 a 70;D-Condutor Ônibus;10.573
Nordeste;Maranhão;Masculino;61 a 70;E-Condutor Carreta;1.195
Nordeste;Maranhão;Masculino;71 a 80;A-Condutor Moto;328
Nordeste;Maranhão;Masculino;71 a 80;AB-Condutor Moto/Carro;1.733
Nordeste;Maranhão;Masculino;71 a 80;AC-Condutor Moto/Caminhão;418
Nordeste;Maranhão;Masculino;71 a 80;AD-Condutor Moto/Ônibus;532
Nordeste;Maranhão;Masculino;71 a 80;AE-Condutor Moto/Carreta;64
Nordeste;Maranhão;Masculino;71 a 80;B-Condutor Carro;11.205
Nordeste;Maranhão;Masculino;71 a 80;C-Condutor Caminhão;3.035
Nordeste;Maranhão;Masculino;71 a 80;D-Condutor Ônibus;3.578
Nordeste;Maranhão;Masculino;71 a 80;E-Condutor Carreta;280
Nordeste;Maranhão;Masculino;81 a 90;A-Condutor Moto;54
Nordeste;Maranhão;Masculino;81 a 90;AB-Condutor Moto/Carro;235
Nordeste;Maranhão;Masculino;81 a 90;AC-Condutor Moto/Caminhão;87
Nordeste;Maranhão;Masculino;81 a 90;AD-Condutor Moto/Ônibus;60
Nordeste;Maranhão;Masculino;81 a 90;AE-Condutor Moto/Carreta;7
Nordeste;Maranhão;Masculino;81 a 90;B-Condutor Carro;4.083
Nordeste;Maranhão;Masculino;81 a 90;C-Condutor Caminhão;1.706
Nordeste;Maranhão;Masculino;81 a 90;D-Condutor Ônibus;947
Nordeste;Maranhão;Masculino;81 a 90;E-Condutor Carreta;46
Nordeste;Maranhão;Masculino;91 a 100;A-Condutor Moto;5
Nordeste;Maranhão;Masculino;91 a 100;AB-Condutor Moto/Carro;21
Nordeste;Maranhão;Masculino;91 a 100;AC-Condutor Moto/Caminhão;12
Nordeste;Maranhão;Masculino;91 a 100;AD-Condutor Moto/Ônibus;5
Nordeste;Maranhão;Masculino;91 a 100;B-Condutor Carro;1.166
Nordeste;Maranhão;Masculino;91 a 100;C-Condutor Caminhão;477
Nordeste;Maranhão;Masculino;91 a 100;D-Condutor Ônibus;131
Nordeste;Maranhão;Masculino;91 a 100;E-Condutor Carreta;2
Nordeste;Maranhão;Masculino;101 a 120;AB-Condutor Moto/Carro;2
Nordeste;Maranhão;Masculino;101 a 120;B-Condutor Carro;113
Nordeste;Maranhão;Masculino;101 a 120;C-Condutor Caminhão;29
Nordeste;Maranhão;Masculino;101 a 120;D-Condutor Ônibus;3
Nordeste;Maranhão;Masculino;101 a 120;E-Condutor Carreta;1
Nordeste;Maranhão;Feminino;18 a 21;A-Condutor Moto;548
Nordeste;Maranhão;Feminino;18 a 21;AB-Condutor Moto/Carro;2.322
Nordeste;Maranhão;Feminino;18 a 21;B-Condutor Carro;2.345
Nordeste;Maranhão;Feminino;18 a 21;XB-Condutor Ciclomotor/Carro;1
Nordeste;Maranhão;Feminino;22 a 25;A-Condutor Moto;2.268
Nordeste;Maranhão;Feminino;22 a 25;AB-Condutor Moto/Carro;8.129
Nordeste;Maranhão;Feminino;22 a 25;AD-Condutor Moto/Ônibus;16
Nordeste;Maranhão;Feminino;22 a 25;B-Condutor Carro;8.555
Nordeste;Maranhão;Feminino;22 a 25;D-Condutor Ônibus;7
Nordeste;Maranhão;Feminino;26 a 30;A-Condutor Moto;3.834
Nordeste;Maranhão;Feminino;26 a 30;AB-Condutor Moto/Carro;14.078
Nordeste;Maranhão;Feminino;26 a 30;AC-Condutor Moto/Caminhão;1
Nordeste;Maranhão;Feminino;26 a 30;AD-Condutor Moto/Ônibus;142
Nordeste;Maranhão;Feminino;26 a 30;AE-Condutor Moto/Carreta;1
Nordeste;Maranhão;Feminino;26 a 30;B-Condutor Carro;16.478
Nordeste;Maranhão;Feminino;26 a 30;D-Condutor Ônibus;34
Nordeste;Maranhão;Feminino;26 a 30;E-Condutor Carreta;3
Nordeste;Maranhão;Feminino;31 a 40;A-Condutor Moto;8.263
Nordeste;Maranhão;Feminino;31 a 40;AB-Condutor Moto/Carro;30.209
Nordeste;Maranhão;Feminino;31 a 40;AC-Condutor Moto/Caminhão;4
Nordeste;Maranhão;Feminino;31 a 40;AD-Condutor Moto/Ônibus;457
Nordeste;Maranhão;Feminino;31 a 40;AE-Condutor Moto/Carreta;42
Nordeste;Maranhão;Feminino;31 a 40;B-Condutor Carro;45.770
Nordeste;Maranhão;Feminino;31 a 40;C-Condutor Caminhão;4
Nordeste;Maranhão;Feminino;31 a 40;D-Condutor Ônibus;164
Nordeste;Maranhão;Feminino;31 a 40;E-Condutor Carreta;8
Nordeste;Maranhão;Feminino;41 a 50;A-Condutor Moto;4.168
Nordeste;Maranhão;Feminino;41 a 50;AB-Condutor Moto/Carro;14.734
Nordeste;Maranhão;Feminino;41 a 50;AC-Condutor Moto/Caminhão;71
Nordeste;Maranhão;Feminino;41 a 50;AD-Condutor Moto/Ônibus;278
Nordeste;Maranhão;Feminino;41 a 50;AE-Condutor Moto/Carreta;32
Nordeste;Maranhão;Feminino;41 a 50;B-Condutor Carro;34.502
Nordeste;Maranhão;Feminino;41 a 50;C-Condutor Caminhão;30
Nordeste;Maranhão;Feminino;41 a 50;D-Condutor Ônibus;232
Nordeste;Maranhão;Feminino;41 a 50;E-Condutor Carreta;12
Nordeste;Maranhão;Feminino;51 a 60;A-Condutor Moto;1.306
Nordeste;Maranhão;Feminino;51 a 60;AB-Condutor Moto/Carro;4.558
Nordeste;Maranhão;Feminino;51 a 60;AC-Condutor Moto/Caminhão;98
Nordeste;Maranhão;Feminino;51 a 60;AD-Condutor Moto/Ônibus;97
Nordeste;Maranhão;Feminino;51 a 60;AE-Condutor Moto/Carreta;10
Nordeste;Maranhão;Feminino;51 a 60;B-Condutor Carro;21.793
Nordeste;Maranhão;Feminino;51 a 60;C-Condutor Caminhão;107
Nordeste;Maranhão;Feminino;51 a 60;D-Condutor Ônibus;203
Nordeste;Maranhão;Feminino;51 a 60;E-Condutor Carreta;12
Nordeste;Maranhão;Feminino;61 a 70;A-Condutor Moto;138
Nordeste;Maranhão;Feminino;61 a 70;AB-Condutor Moto/Carro;754
Nordeste;Maranhão;Feminino;61 a 70;AC-Condutor Moto/Caminhão;36
Nordeste;Maranhão;Feminino;61 a 70;AD-Condutor Moto/Ônibus;26
Nordeste;Maranhão;Feminino;61 a 70;AE-Condutor Moto/Carreta;3
Nordeste;Maranhão;Feminino;61 a 70;B-Condutor Carro;11.965
Nordeste;Maranhão;Feminino;61 a 70;C-Condutor Caminhão;82
Nordeste;Maranhão;Feminino;61 a 70;D-Condutor Ônibus;95
Nordeste;Maranhão;Feminino;61 a 70;E-Condutor Carreta;4
Nordeste;Maranhão;Feminino;71 a 80;A-Condutor Moto;10
Nordeste;Maranhão;Feminino;71 a 80;AB-Condutor Moto/Carro;71
Nordeste;Maranhão;Feminino;71 a 80;AC-Condutor Moto/Caminhão;2
Nordeste;Maranhão;Feminino;71 a 80;B-Condutor Carro;4.121
Nordeste;Maranhão;Feminino;71 a 80;C-Condutor Caminhão;21
Nordeste;Maranhão;Feminino;71 a 80;D-Condutor Ônibus;13
Nordeste;Maranhão;Feminino;71 a 80;E-Condutor Carreta;2
Nordeste;Maranhão;Feminino;81 a 90;AB-Condutor Moto/Carro;7
Nordeste;Maranhão;Feminino;81 a 90;AD-Condutor Moto/Ônibus;2
Nordeste;Maranhão;Feminino;81 a 90;B-Condutor Carro;1.000
Nordeste;Maranhão;Feminino;81 a 90;C-Condutor Caminhão;5
Nordeste;Maranhão;Feminino;81 a 90;D-Condutor Ônibus;2
Nordeste;Maranhão;Feminino;91 a 100;B-Condutor Carro;197
Nordeste;Maranhão;Feminino;101 a 120;B-Condutor Carro;6
Nordeste;Paraíba;Masculino;18 a 21;A-Condutor Moto;414
Nordeste;Paraíba;Masculino;18 a 21;AB-Condutor Moto/Carro;9.450
Nordeste;Paraíba;Masculino;18 a 21;AC-Condutor Moto/Caminhão;34
Nordeste;Paraíba;Masculino;18 a 21;AD-Condutor Moto/Ônibus;31
Nordeste;Paraíba;Masculino;18 a 21;AE-Condutor Moto/Carreta;1
Nordeste;Paraíba;Masculino;18 a 21;B-Condutor Carro;3.342
Nordeste;Paraíba;Masculino;18 a 21;D-Condutor Ônibus;2
Nordeste;Paraíba;Masculino;22 a 25;A-Condutor Moto;1.966
Nordeste;Paraíba;Masculino;22 a 25;AB-Condutor Moto/Carro;27.321
Nordeste;Paraíba;Masculino;22 a 25;AC-Condutor Moto/Caminhão;80
Nordeste;Paraíba;Masculino;22 a 25;AD-Condutor Moto/Ônibus;1.224
Nordeste;Paraíba;Masculino;22 a 25;AE-Condutor Moto/Carreta;84
Nordeste;Paraíba;Masculino;22 a 25;B-Condutor Carro;8.391
Nordeste;Paraíba;Masculino;22 a 25;C-Condutor Caminhão;6
Nordeste;Paraíba;Masculino;22 a 25;D-Condutor Ônibus;88
Nordeste;Paraíba;Masculino;22 a 25;E-Condutor Carreta;5
Nordeste;Paraíba;Masculino;22 a 25;X-Condutor Ciclomotor;1
Nordeste;Paraíba;Masculino;26 a 30;A-Condutor Moto;3.918
Nordeste;Paraíba;Masculino;26 a 30;AB-Condutor Moto/Carro;42.648
Nordeste;Paraíba;Masculino;26 a 30;AC-Condutor Moto/Caminhão;308
Nordeste;Paraíba;Masculino;26 a 30;AD-Condutor Moto/Ônibus;4.542
Nordeste;Paraíba;Masculino;26 a 30;AE-Condutor Moto/Carreta;494
Nordeste;Paraíba;Masculino;26 a 30;B-Condutor Carro;13.104
Nordeste;Paraíba;Masculino;26 a 30;C-Condutor Caminhão;29
Nordeste;Paraíba;Masculino;26 a 30;D-Condutor Ônibus;330
Nordeste;Paraíba;Masculino;26 a 30;E-Condutor Carreta;33
Nordeste;Paraíba;Masculino;26 a 30;X-Condutor Ciclomotor;1
Nordeste;Paraíba;Masculino;31 a 40;A-Condutor Moto;9.500
Nordeste;Paraíba;Masculino;31 a 40;AB-Condutor Moto/Carro;94.241
Nordeste;Paraíba;Masculino;31 a 40;AC-Condutor Moto/Caminhão;1.530
Nordeste;Paraíba;Masculino;31 a 40;AD-Condutor Moto/Ônibus;18.967
Nordeste;Paraíba;Masculino;31 a 40;AE-Condutor Moto/Carreta;3.722
Nordeste;Paraíba;Masculino;31 a 40;B-Condutor Carro;31.949
Nordeste;Paraíba;Masculino;31 a 40;C-Condutor Caminhão;261
Nordeste;Paraíba;Masculino;31 a 40;D-Condutor Ônibus;2.586
Nordeste;Paraíba;Masculino;31 a 40;E-Condutor Carreta;564
Nordeste;Paraíba;Masculino;31 a 40;X-Condutor Ciclomotor;6
Nordeste;Paraíba;Masculino;31 a 40;XB-Condutor Ciclomotor/Carro;1
Nordeste;Paraíba;Masculino;41 a 50;A-Condutor Moto;6.319
Nordeste;Paraíba;Masculino;41 a 50;AB-Condutor Moto/Carro;58.130
Nordeste;Paraíba;Masculino;41 a 50;AC-Condutor Moto/Caminhão;2.968
Nordeste;Paraíba;Masculino;41 a 50;AD-Condutor Moto/Ônibus;15.044
Nordeste;Paraíba;Masculino;41 a 50;AE-Condutor Moto/Carreta;3.589
Nordeste;Paraíba;Masculino;41 a 50;B-Condutor Carro;32.166
Nordeste;Paraíba;Masculino;41 a 50;C-Condutor Caminhão;1.289
Nordeste;Paraíba;Masculino;41 a 50;D-Condutor Ônibus;5.615
Nordeste;Paraíba;Masculino;41 a 50;E-Condutor Carreta;1.484
Nordeste;Paraíba;Masculino;41 a 50;X-Condutor Ciclomotor;3
Nordeste;Paraíba;Masculino;41 a 50;XB-Condutor Ciclomotor/Carro;1
Nordeste;Paraíba;Masculino;51 a 60;A-Condutor Moto;3.631
Nordeste;Paraíba;Masculino;51 a 60;AB-Condutor Moto/Carro;32.132
Nordeste;Paraíba;Masculino;51 a 60;AC-Condutor Moto/Caminhão;3.547
Nordeste;Paraíba;Masculino;51 a 60;AD-Condutor Moto/Ônibus;8.331
Nordeste;Paraíba;Masculino;51 a 60;AE-Condutor Moto/Carreta;1.943
Nordeste;Paraíba;Masculino;51 a 60;B-Condutor Carro;32.839
Nordeste;Paraíba;Masculino;51 a 60;C-Condutor Caminhão;3.864
Nordeste;Paraíba;Masculino;51 a 60;D-Condutor Ônibus;7.733
Nordeste;Paraíba;Masculino;51 a 60;E-Condutor Carreta;1.700
Nordeste;Paraíba;Masculino;51 a 60;X-Condutor Ciclomotor;9
Nordeste;Paraíba;Masculino;51 a 60;XB-Condutor Ciclomotor/Carro;1
Nordeste;Paraíba;Masculino;61 a 70;A-Condutor Moto;1.321
Nordeste;Paraíba;Masculino;61 a 70;AB-Condutor Moto/Carro;12.623
Nordeste;Paraíba;Masculino;61 a 70;AC-Condutor Moto/Caminhão;1.128
Nordeste;Paraíba;Masculino;61 a 70;AD-Condutor Moto/Ônibus;3.058
Nordeste;Paraíba;Masculino;61 a 70;AE-Condutor Moto/Carreta;569
Nordeste;Paraíba;Masculino;61 a 70;B-Condutor Carro;31.673
Nordeste;Paraíba;Masculino;61 a 70;C-Condutor Caminhão;2.859
Nordeste;Paraíba;Masculino;61 a 70;D-Condutor Ônibus;7.865
Nordeste;Paraíba;Masculino;61 a 70;E-Condutor Carreta;1.121
Nordeste;Paraíba;Masculino;61 a 70;X-Condutor Ciclomotor;1
Nordeste;Paraíba;Masculino;61 a 70;XB-Condutor Ciclomotor/Carro;1
Nordeste;Paraíba;Masculino;71 a 80;A-Condutor Moto;525
Nordeste;Paraíba;Masculino;71 a 80;AB-Condutor Moto/Carro;3.909
Nordeste;Paraíba;Masculino;71 a 80;AC-Condutor Moto/Caminhão;304
Nordeste;Paraíba;Masculino;71 a 80;AD-Condutor Moto/Ônibus;596
Nordeste;Paraíba;Masculino;71 a 80;AE-Condutor Moto/Carreta;102
Nordeste;Paraíba;Masculino;71 a 80;B-Condutor Carro;21.310
Nordeste;Paraíba;Masculino;71 a 80;C-Condutor Caminhão;1.811
